txhash,txType,Amount,Time,Network,explorer
0x79417e458ade7d416dbc0ace47ec6de8b7923788e4090da2b7565aae25a7d7f5,mintByMaster,105616553,Aug-22-2025 02:00:27 AM UTC,BSC,https://bscscan.com/tx/0x79417e458ade7d416dbc0ace47ec6de8b7923788e4090da2b7565aae25a7d7f5
